Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,pool_well,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,pulmonary_infection,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,race,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,respiratory_support,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,respiratory_support_D0,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,timepoint,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/02a1eee1-e290-47d1-8d9d-bc7f51c13670.h5ad,doi:10.1126/scitranslmed.abh2624,,T,T,well,Other,Normal,," van der Wijst et al. (2021) Sci. Transl. Med.",https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,author_cell_type,Cell types ,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,initial_clustering,Cell types ,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Collection_Day,Other,Abbreviations ,,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Days_from_onset,Other,Normal,,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Outcome,Other,Normal,,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Resample,Other,Normal,,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Site,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Smoker,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Status,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Status_on_day_collection,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Status_on_day_collection_summary,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Swab_result,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,Worst_Clinical_Status,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,sample_id,Other,Normal,,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Single-cell multi-omics analysis of the immune response in COVID-19,Single-cell multi-omics analysis of the immune response in COVID-19,https://cellxgene.cziscience.com/e/c7775e88-49bf-4ba2-a03b-93f00447c958.cxg/,,doi:10.1038/s41591-021-01329-2,,T,T,time_after_LPS,Other,"Normal, Abbreviated",,Stephenson et al. (2021) Nat Med,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,author_cell_type,Cell types ,"Normal, Abbreviated",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,days_since_hospitalized,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,days_since_onset,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,dsm_severity_score_group,Other,"Normal, Abbreviated",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,ever_admitted_to_icu,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,outcome,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,severity,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/6d14e6f5-9b9f-4e8e-8b31-cee9020e18a5.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,timepoint,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,author_cell_type,Cell types ,"Normal, Abbreviated",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,days_since_hospitalized,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,days_since_onset,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,dsm_severity_score_group,Other,"Normal, Abbreviated",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,ever_admitted_to_icu,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,outcome,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,severity,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/504b4b53-f0fb-43a6-8b8d-6254e8d81e85.h5ad,doi:10.1016/j.cell.2021.02.018,,T,T,timepoint,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,celltype,Cell types,Abbreviations,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,majorType,Cell types,Abbreviations,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,BCR single cell sequencing,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,COVID-19-related medication and anti-microbialstion,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,City,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,CoVID-19 severity ,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Comorbidities,Other,"Normal, abbreviations",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Leukocytes [G over L] ,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Lymphocytes [G over L] ,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Neutrophils [G over L] ,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Outcome,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Sample time,Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Sample type,Other,"Normal, abbreviations",,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://cellxgene.cziscience.com/e/9dbab10c-118d-496b-966a-67f1763a6b7d.cxg/,https://datasets.cellxgene.cziscience.com/ae18e694-6f45-4635-affa-63ac0e29323d.h5ad,doi:10.1016/j.cell.2021.01.053,,T,T,Sampling day (Days after symptom onset),Other,Normal,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Diseased,Adult
