Dataset,Full name dataset,CxG link,h5ad link,Reference_DOI,Bionetworks reference,Bionetworks reference,Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection,Is the dataset Normal or Normal/Diseased,Stage
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,cell_type_annot,cell types,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,age,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,center_x,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,center_y,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,fov,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,max_x,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,max_y,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,min_x,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,min_y,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_Imputed,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/e9a7ead8-c994-4178-b4e4-db951f1bd31a.cxg/,https://datasets.cellxgene.cziscience.com/f44ed5dd-9f5b-4cf4-b6c3-5874ee8ab2f0.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,slice,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_MERFISH_LPS,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/c20f1b97-0d47-4192-af0a-1e012621f8d9.cxg/,https://datasets.cellxgene.cziscience.com/b63887bb-da4a-4b6b-9da1-19a05227f7eb.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,clust_annot,cell types,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_MERFISH_LPS,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/c20f1b97-0d47-4192-af0a-1e012621f8d9.cxg/,https://datasets.cellxgene.cziscience.com/b63887bb-da4a-4b6b-9da1-19a05227f7eb.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,cell_type_annot,cell types,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_MERFISH_LPS,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/c20f1b97-0d47-4192-af0a-1e012621f8d9.cxg/,https://datasets.cellxgene.cziscience.com/b63887bb-da4a-4b6b-9da1-19a05227f7eb.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,age,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_MERFISH_LPS,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/c20f1b97-0d47-4192-af0a-1e012621f8d9.cxg/,https://datasets.cellxgene.cziscience.com/b63887bb-da4a-4b6b-9da1-19a05227f7eb.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,slice,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_snRNAseq,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/3bbb6cf9-72b9-41be-b568-656de6eb18b5.cxg/,https://datasets.cellxgene.cziscience.com/59a999ca-31b3-4f0e-a4e6-70c240435e01.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,clust_annot,cell types,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_snRNAseq,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/3bbb6cf9-72b9-41be-b568-656de6eb18b5.cxg/,https://datasets.cellxgene.cziscience.com/59a999ca-31b3-4f0e-a4e6-70c240435e01.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,cell_type_annot,cell types,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
BrainAgingSpatialAtlas_snRNAseq,Molecular and spatial signatures of mouse brain aging at single-cell resolution,https://cellxgene.cziscience.com/e/3bbb6cf9-72b9-41be-b568-656de6eb18b5.cxg/,https://datasets.cellxgene.cziscience.com/59a999ca-31b3-4f0e-a4e6-70c240435e01.h5ad,https://doi.org/10.1016/j.cell.2022.12.010,,T,T,age,other,abbreviations,,Allen et al. (2022) Cell,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,annot_level0,cell types,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,annot_level1,cell types,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,annot_level3,cell types,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,author_cell_type,cell types,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,age_category,other,normal,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,batch,other,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,donor_cause_of_death,other,normal,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,sample_source,other,normal,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,sample_uuid,other,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,suspension_uuid,other,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Neuron type-specific effects of human aging and sex on DNA methylation and transcription,https://cellxgene.cziscience.com/e/43aa19d2-c723-4822-979d-d2f0239835e0.cxg/,https://datasets.cellxgene.cziscience.com/7ac6b92a-cbb7-472b-9380-27b5c4714702.h5ad,https://doi.org/10.1101/2023.11.11.566717,,T,T,tissue_handling_interval,other,abbreviations,,Chien et al. (2023) bioRxiv,https://cellxgene.cziscience.com/collections/91c8e321-566f-4f9d-b89e-3a164be654d5,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,cell_class,cell types,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e7,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,cell_subcluster,cell types,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e9,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,cell_cluster,other,abbreviations,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e8,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,hemisphere,other,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e10,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,isolation_site,other,abbreviations,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e11,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,nuclei_suspension_id,other,abbreviations,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e12,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,region,other,abbreviations,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e13,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,region_class,other,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e14,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,region_name,other,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e15,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,region_subclass,other,normal,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e16,Normal,Adult
A single-cell multi-omic atlas spanning the adult rhesus macaque brain,A single-cell transcriptomic atlas spanning the adult rhesus macaque brain,https://cellxgene.cziscience.com/e/d87ba7ec-fddf-4141-abfd-1d69e8427a42.cxg/,https://datasets.cellxgene.cziscience.com/541de42d-9188-45f0-ba93-15b57eddd665.h5ad,DOI: 10.1126/sciadv.adh1914,,T,T,sequencing_run_id,other,abbreviations,,Chiou et al. (2023) Sci. Adv.,https://cellxgene.cziscience.com/collections/8c4bcf0d-b4df-45c7-888c-74fb0013e9e17,Normal,Adult
