Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.022,T,T,T,ever_admitted_to_icu,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.023,T,T,T,outcome ,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.024,T,T,T,severity,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19,https://cellxgene.cziscience.com/e/21d3e683-80a4-4d9b-bc89-ebb2df513dde.cxg/,https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad,DOI:10.1016/j.cell.2021.02.025,T,T,T,timepoint,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,author_cell_type,Cell types,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,days_since_hospitalized,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,days_since_onset,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,dsm_severity_score_group ,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,ever_admitted_to_icu,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,outcome ,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,severity,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-20,https://cellxgene.cziscience.com/e/30cd5311-6c09-46c9-94f1-71fe4b91813c.cxg/,https://datasets.cellxgene.cziscience.com/ffb3295a-710f-4759-9291-634af3707848.h5ad,DOI:10.1016/j.cell.2021.02.026,T,T,T,timepoint,Other ,normal ,,Liu et al. (2021) Cell,https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,author_cell_type,Cell types,abbreviations,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,cell_state,Other ,"normal, abbreviations",,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,disease_state,Other ,normal,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,ct_cov,Cell types,abbreviations,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,Processing_Cohort ,Other ,normal,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,ind_cov,Other ,normal,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,library_uuid,Other ,normal,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,sample_uuid,Other ,normal,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples,Single-cell RNA-seq reveals the cell-type-specific molecular and genetic associations to lupus,https://cellxgene.cziscience.com/e/218acb0f-9f2f-4f76-b90b-15a4b7c7f629.cxg/,https://datasets.cellxgene.cziscience.com/cece7dd6-cad7-450d-8b1c-841d49552cea.h5ad,DOI: 10.1126/science.abf197,T,T,T,suspension_uuid,Other ,normal ,,Perez et al. (2022) Science,https://cellxgene.cziscience.com/collections/436154da-bcf1-4130-9c8b-120ff9a888f2,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,cell_group,Cell types,"normal, abbreviations",,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,ct1,Cell types,"normal, abbreviations",,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,ct2,Cell types,"normal, abbreviations",,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,ct3,Cell types,"normal, abbreviations",,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,BEST.GUESS,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,COVID_severity ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,COVID_severity_merged,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,COVID_status,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,D0_to_death,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,Lymphocyte_count,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,Monocyte_count,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,NIH_clinical,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,NIH_ordinal,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,WBC_count1,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,WBC_count2,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,WBC_count3,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,admission_level,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,consent,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,death ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,donor_age,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,exclude_restricted ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,freemux_cluster,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,leiden,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,non_pulmonary_infection ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,onset_to_D0_days,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,original_leiden,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
